case_id,activity,enable_time,start_time,end_time,resource
556,AML check,2025-08-05 09:25:00.000000+00:00,2025-08-05 09:25:00.000000+00:00,2025-08-05 09:55:00.000000+00:00,UnifiedResource_17
557,Check credit history,2025-08-05 09:25:00.000000+00:00,2025-08-05 09:25:00.000000+00:00,2025-08-05 09:51:40.000000+00:00,UnifiedResource_13
557,AML check,2025-08-05 09:25:00.000000+00:00,2025-08-05 09:25:00.000000+00:00,2025-08-05 09:55:00.000000+00:00,UnifiedResource_11
557,Appraise property,2025-08-05 09:25:00.000000+00:00,2025-08-05 09:25:00.000000+00:00,2025-08-05 09:55:00.000000+00:00,UnifiedResource_3
558,AML check,2025-08-05 09:25:00.000000+00:00,2025-08-05 09:25:00.000000+00:00,2025-08-05 09:55:00.000000+00:00,UnifiedResource_0
558,Check credit history,2025-08-05 09:25:00.000000+00:00,2025-08-05 09:25:00.000000+00:00,2025-08-05 09:51:40.000000+00:00,UnifiedResource_2
558,Appraise property,2025-08-05 09:25:00.000000+00:00,2025-08-05 09:25:00.000000+00:00,2025-08-05 09:55:00.000000+00:00,UnifiedResource_10
552,Cancel application,2025-08-05 09:29:10.000000+00:00,2025-08-05 09:29:10.000000+00:00,2025-08-05 09:49:10.000000+00:00,UnifiedResource_4
559,Check application form completeness,2025-08-05 09:30:00.000000+00:00,2025-08-05 09:30:00.000000+00:00,2025-08-05 09:55:00.000000+00:00,UnifiedResource_5
554,Assess loan risk,2025-08-05 09:55:00.000000+00:00,2025-08-05 09:55:00.000000+00:00,2025-08-05 10:24:10.000000+00:00,UnifiedResource_14
555,Assess loan risk,2025-08-05 09:55:00.000000+00:00,2025-08-05 09:55:00.000000+00:00,2025-08-05 10:24:10.000000+00:00,UnifiedResource_18
556,Assess loan risk,2025-08-05 09:55:00.000000+00:00,2025-08-05 09:55:00.000000+00:00,2025-08-05 10:24:10.000000+00:00,UnifiedResource_4
557,Assess loan risk,2025-08-05 09:55:00.000000+00:00,2025-08-05 09:55:00.000000+00:00,2025-08-05 10:24:10.000000+00:00,UnifiedResource_1
558,Assess loan risk,2025-08-05 09:55:00.000000+00:00,2025-08-05 09:55:00.000000+00:00,2025-08-05 10:24:10.000000+00:00,UnifiedResource_15
559,AML check,2025-08-05 09:55:00.000000+00:00,2025-08-05 09:55:00.000000+00:00,2025-08-05 10:25:00.000000+00:00,UnifiedResource_9
559,Check credit history,2025-08-05 09:55:00.000000+00:00,2025-08-05 09:55:00.000000+00:00,2025-08-05 10:21:40.000000+00:00,UnifiedResource_13
559,Appraise property,2025-08-05 09:55:00.000000+00:00,2025-08-05 09:55:00.000000+00:00,2025-08-05 10:25:00.000000+00:00,UnifiedResource_2
560,Check application form completeness,2025-08-05 10:00:00.000000+00:00,2025-08-05 10:00:00.000000+00:00,2025-08-05 10:25:00.000000+00:00,UnifiedResource_8
554,Design loan offer,2025-08-05 10:24:10.000000+00:00,2025-08-05 10:24:10.000000+00:00,2025-08-05 11:14:10.000000+00:00,UnifiedResource_16
555,Design loan offer,2025-08-05 10:24:10.000000+00:00,2025-08-05 10:24:10.000000+00:00,2025-08-05 11:14:10.000000+00:00,UnifiedResource_7
556,Reject application,2025-08-05 10:24:10.000000+00:00,2025-08-05 10:24:10.000000+00:00,2025-08-05 10:57:30.000000+00:00,UnifiedResource_6
557,Design loan offer,2025-08-05 10:24:10.000000+00:00,2025-08-05 10:24:10.000000+00:00,2025-08-05 11:14:10.000000+00:00,UnifiedResource_12
558,Design loan offer,2025-08-05 10:24:10.000000+00:00,2025-08-05 10:24:10.000000+00:00,2025-08-05 11:14:10.000000+00:00,UnifiedResource_17
559,Assess loan risk,2025-08-05 10:25:00.000000+00:00,2025-08-05 10:25:00.000000+00:00,2025-08-05 10:54:10.000000+00:00,UnifiedResource_11
560,Check credit history,2025-08-05 10:25:00.000000+00:00,2025-08-05 10:25:00.000000+00:00,2025-08-05 10:51:40.000000+00:00,UnifiedResource_3
560,Appraise property,2025-08-05 10:25:00.000000+00:00,2025-08-05 10:25:00.000000+00:00,2025-08-05 10:55:00.000000+00:00,UnifiedResource_0
560,AML check,2025-08-05 10:25:00.000000+00:00,2025-08-05 10:25:00.000000+00:00,2025-08-05 10:55:00.000000+00:00,UnifiedResource_10
561,Check application form completeness,2025-08-05 10:30:00.000000+00:00,2025-08-05 10:30:00.000000+00:00,2025-08-05 10:55:00.000000+00:00,UnifiedResource_5
559,Reject application,2025-08-05 10:54:10.000000+00:00,2025-08-05 10:54:10.000000+00:00,2025-08-05 11:27:30.000000+00:00,UnifiedResource_13
560,Assess loan risk,2025-08-05 10:55:00.000000+00:00,2025-08-05 10:55:00.000000+00:00,2025-08-05 11:24:10.000000+00:00,UnifiedResource_14
561,Check credit history,2025-08-05 10:55:00.000000+00:00,2025-08-05 10:55:00.000000+00:00,2025-08-05 11:21:40.000000+00:00,UnifiedResource_18
561,Appraise property,2025-08-05 10:55:00.000000+00:00,2025-08-05 10:55:00.000000+00:00,2025-08-05 11:25:00.000000+00:00,UnifiedResource_4
561,AML check,2025-08-05 10:55:00.000000+00:00,2025-08-05 10:55:00.000000+00:00,2025-08-05 11:25:00.000000+00:00,UnifiedResource_1
562,Check application form completeness,2025-08-05 11:00:00.000000+00:00,2025-08-05 11:00:00.000000+00:00,2025-08-05 11:25:00.000000+00:00,UnifiedResource_15
554,Approve loan offer,2025-08-05 11:14:10.000000+00:00,2025-08-05 11:14:10.000000+00:00,2025-08-05 11:29:10.000000+00:00,UnifiedResource_9
555,Approve loan offer,2025-08-05 11:14:10.000000+00:00,2025-08-05 11:14:10.000000+00:00,2025-08-05 11:29:10.000000+00:00,UnifiedResource_2
557,Approve loan offer,2025-08-05 11:14:10.000000+00:00,2025-08-05 11:14:10.000000+00:00,2025-08-05 11:29:10.000000+00:00,UnifiedResource_8
558,Approve loan offer,2025-08-05 11:14:10.000000+00:00,2025-08-05 11:14:10.000000+00:00,2025-08-05 11:29:10.000000+00:00,UnifiedResource_3
560,Design loan offer,2025-08-05 11:24:10.000000+00:00,2025-08-05 11:24:10.000000+00:00,2025-08-05 12:14:10.000000+00:00,UnifiedResource_11
561,Assess loan risk,2025-08-05 11:25:00.000000+00:00,2025-08-05 11:25:00.000000+00:00,2025-08-05 11:54:10.000000+00:00,UnifiedResource_0
562,Appraise property,2025-08-05 11:25:00.000000+00:00,2025-08-05 11:25:00.000000+00:00,2025-08-05 11:55:00.000000+00:00,UnifiedResource_10
562,Check credit history,2025-08-05 11:25:00.000000+00:00,2025-08-05 11:25:00.000000+00:00,2025-08-05 11:51:40.000000+00:00,UnifiedResource_5
562,AML check,2025-08-05 11:25:00.000000+00:00,2025-08-05 11:25:00.000000+00:00,2025-08-05 11:55:00.000000+00:00,UnifiedResource_6
554,Cancel application,2025-08-05 11:29:10.000000+00:00,2025-08-05 11:29:10.000000+00:00,2025-08-05 11:49:10.000000+00:00,UnifiedResource_16
555,Approve application,2025-08-05 11:29:10.000000+00:00,2025-08-05 11:29:10.000000+00:00,2025-08-05 11:47:30.000000+00:00,UnifiedResource_7
557,Approve application,2025-08-05 11:29:10.000000+00:00,2025-08-05 11:29:10.000000+00:00,2025-08-05 11:47:30.000000+00:00,UnifiedResource_12
558,Approve application,2025-08-05 11:29:10.000000+00:00,2025-08-05 11:29:10.000000+00:00,2025-08-05 11:47:30.000000+00:00,UnifiedResource_17
563,Check application form completeness,2025-08-05 11:30:00.000000+00:00,2025-08-05 11:30:00.000000+00:00,2025-08-05 11:55:00.000000+00:00,UnifiedResource_18
561,Reject application,2025-08-05 11:54:10.000000+00:00,2025-08-05 11:54:10.000000+00:00,2025-08-05 12:27:30.000000+00:00,UnifiedResource_14
562,Assess loan risk,2025-08-05 11:55:00.000000+00:00,2025-08-05 11:55:00.000000+00:00,2025-08-05 12:24:10.000000+00:00,UnifiedResource_4
563,AML check,2025-08-05 11:55:00.000000+00:00,2025-08-05 11:55:00.000000+00:00,2025-08-05 12:25:00.000000+00:00,UnifiedResource_1
563,Check credit history,2025-08-05 11:55:00.000000+00:00,2025-08-05 11:55:00.000000+00:00,2025-08-05 12:21:40.000000+00:00,UnifiedResource_15
563,Appraise property,2025-08-05 11:55:00.000000+00:00,2025-08-05 11:55:00.000000+00:00,2025-08-05 12:25:00.000000+00:00,UnifiedResource_13
564,Check application form completeness,2025-08-05 12:00:00.000000+00:00,2025-08-05 12:00:00.000000+00:00,2025-08-05 12:25:00.000000+00:00,UnifiedResource_9
560,Approve loan offer,2025-08-05 12:14:10.000000+00:00,2025-08-05 12:14:10.000000+00:00,2025-08-05 12:29:10.000000+00:00,UnifiedResource_2
562,Reject application,2025-08-05 12:24:10.000000+00:00,2025-08-05 12:24:10.000000+00:00,2025-08-05 12:57:30.000000+00:00,UnifiedResource_8
563,Assess loan risk,2025-08-05 12:25:00.000000+00:00,2025-08-05 12:25:00.000000+00:00,2025-08-05 12:54:10.000000+00:00,UnifiedResource_3
564,Check credit history,2025-08-05 12:25:00.000000+00:00,2025-08-05 12:25:00.000000+00:00,2025-08-05 12:51:40.000000+00:00,UnifiedResource_7
564,Appraise property,2025-08-05 12:25:00.000000+00:00,2025-08-05 12:25:00.000000+00:00,2025-08-05 12:55:00.000000+00:00,UnifiedResource_12
564,AML check,2025-08-05 12:25:00.000000+00:00,2025-08-05 12:25:00.000000+00:00,2025-08-05 12:55:00.000000+00:00,UnifiedResource_17
560,Cancel application,2025-08-05 12:29:10.000000+00:00,2025-08-05 12:29:10.000000+00:00,2025-08-05 12:49:10.000000+00:00,UnifiedResource_16
565,Check application form completeness,2025-08-05 12:30:00.000000+00:00,2025-08-05 12:30:00.000000+00:00,2025-08-05 12:55:00.000000+00:00,UnifiedResource_5
563,Reject application,2025-08-05 12:54:10.000000+00:00,2025-08-05 12:54:10.000000+00:00,2025-08-05 13:27:30.000000+00:00,UnifiedResource_0
564,Assess loan risk,2025-08-05 12:55:00.000000+00:00,2025-08-05 12:55:00.000000+00:00,2025-08-05 13:24:10.000000+00:00,UnifiedResource_10
565,Check credit history,2025-08-05 12:55:00.000000+00:00,2025-08-05 12:55:00.000000+00:00,2025-08-05 13:21:40.000000+00:00,UnifiedResource_6
565,Appraise property,2025-08-05 12:55:00.000000+00:00,2025-08-05 12:55:00.000000+00:00,2025-08-05 13:25:00.000000+00:00,UnifiedResource_18
565,AML check,2025-08-05 12:55:00.000000+00:00,2025-08-05 12:55:00.000000+00:00,2025-08-05 13:25:00.000000+00:00,UnifiedResource_11
566,Check application form completeness,2025-08-05 13:00:00.000000+00:00,2025-08-05 13:00:00.000000+00:00,2025-08-05 13:25:00.000000+00:00,UnifiedResource_15
564,Reject application,2025-08-05 13:24:10.000000+00:00,2025-08-05 13:24:10.000000+00:00,2025-08-05 13:57:30.000000+00:00,UnifiedResource_4
565,Assess loan risk,2025-08-05 13:25:00.000000+00:00,2025-08-05 13:25:00.000000+00:00,2025-08-05 13:54:10.000000+00:00,UnifiedResource_1
566,Return application back to applicant,2025-08-05 13:25:00.000000+00:00,2025-08-05 13:25:00.000000+00:00,2025-08-05 14:06:40.000000+00:00,UnifiedResource_13
567,Check application form completeness,2025-08-05 13:30:00.000000+00:00,2025-08-05 13:30:00.000000+00:00,2025-08-05 13:55:00.000000+00:00,UnifiedResource_9
565,Design loan offer,2025-08-05 13:54:10.000000+00:00,2025-08-05 13:54:10.000000+00:00,2025-08-05 14:44:10.000000+00:00,UnifiedResource_14
567,Check credit history,2025-08-05 13:55:00.000000+00:00,2025-08-05 13:55:00.000000+00:00,2025-08-05 14:21:40.000000+00:00,UnifiedResource_2
567,AML check,2025-08-05 13:55:00.000000+00:00,2025-08-05 13:55:00.000000+00:00,2025-08-05 14:25:00.000000+00:00,UnifiedResource_16
567,Appraise property,2025-08-05 13:55:00.000000+00:00,2025-08-05 13:55:00.000000+00:00,2025-08-05 14:25:00.000000+00:00,UnifiedResource_7
568,Check application form completeness,2025-08-05 14:00:00.000000+00:00,2025-08-05 14:00:00.000000+00:00,2025-08-05 14:25:00.000000+00:00,UnifiedResource_3
566,Applicant completes form,2025-08-05 14:06:40.000000+00:00,2025-08-05 14:06:40.000000+00:00,2025-08-05 14:21:40.000000+00:00,UnifiedResource_12
566,Check application form completeness,2025-08-05 14:21:40.000000+00:00,2025-08-05 14:21:40.000000+00:00,2025-08-05 14:46:40.000000+00:00,UnifiedResource_17
567,Assess loan risk,2025-08-05 14:25:00.000000+00:00,2025-08-05 14:25:00.000000+00:00,2025-08-05 14:54:10.000000+00:00,UnifiedResource_5
568,Check credit history,2025-08-05 14:25:00.000000+00:00,2025-08-05 14:25:00.000000+00:00,2025-08-05 14:51:40.000000+00:00,UnifiedResource_8
568,AML check,2025-08-05 14:25:00.000000+00:00,2025-08-05 14:25:00.000000+00:00,2025-08-05 14:55:00.000000+00:00,UnifiedResource_6
568,Appraise property,2025-08-05 14:25:00.000000+00:00,2025-08-05 14:25:00.000000+00:00,2025-08-05 14:55:00.000000+00:00,UnifiedResource_10
569,Check application form completeness,2025-08-05 14:30:00.000000+00:00,2025-08-05 14:30:00.000000+00:00,2025-08-05 14:55:00.000000+00:00,UnifiedResource_18
565,Approve loan offer,2025-08-05 14:44:10.000000+00:00,2025-08-05 14:44:10.000000+00:00,2025-08-05 14:59:10.000000+00:00,UnifiedResource_11
566,Check credit history,2025-08-05 14:46:40.000000+00:00,2025-08-05 14:46:40.000000+00:00,2025-08-05 15:13:20.000000+00:00,UnifiedResource_15
566,Appraise property,2025-08-05 14:46:40.000000+00:00,2025-08-05 14:46:40.000000+00:00,2025-08-05 15:16:40.000000+00:00,UnifiedResource_0
566,AML check,2025-08-05 14:46:40.000000+00:00,2025-08-05 14:46:40.000000+00:00,2025-08-05 15:16:40.000000+00:00,UnifiedResource_1
567,Design loan offer,2025-08-05 14:54:10.000000+00:00,2025-08-05 14:54:10.000000+00:00,2025-08-05 15:44:10.000000+00:00,UnifiedResource_9
568,Assess loan risk,2025-08-05 14:55:00.000000+00:00,2025-08-05 14:55:00.000000+00:00,2025-08-05 15:24:10.000000+00:00,UnifiedResource_4
569,AML check,2025-08-05 14:55:00.000000+00:00,2025-08-05 14:55:00.000000+00:00,2025-08-05 15:25:00.000000+00:00,UnifiedResource_13
569,Check credit history,2025-08-05 14:55:00.000000+00:00,2025-08-05 14:55:00.000000+00:00,2025-08-05 15:21:40.000000+00:00,UnifiedResource_2
569,Appraise property,2025-08-05 14:55:00.000000+00:00,2025-08-05 14:55:00.000000+00:00,2025-08-05 15:25:00.000000+00:00,UnifiedResource_12
565,Approve application,2025-08-05 14:59:10.000000+00:00,2025-08-05 14:59:10.000000+00:00,2025-08-05 15:17:30.000000+00:00,UnifiedResource_16
570,Check application form completeness,2025-08-05 15:00:00.000000+00:00,2025-08-05 15:00:00.000000+00:00,2025-08-05 15:25:00.000000+00:00,UnifiedResource_7
566,Assess loan risk,2025-08-05 15:16:40.000000+00:00,2025-08-05 15:16:40.000000+00:00,2025-08-05 15:45:50.000000+00:00,UnifiedResource_3
568,Design loan offer,2025-08-05 15:24:10.000000+00:00,2025-08-05 15:24:10.000000+00:00,2025-08-05 16:14:10.000000+00:00,UnifiedResource_14
569,Assess loan risk,2025-08-05 15:25:00.000000+00:00,2025-08-05 15:25:00.000000+00:00,2025-08-05 15:54:10.000000+00:00,UnifiedResource_17
570,AML check,2025-08-05 15:25:00.000000+00:00,2025-08-05 15:25:00.000000+00:00,2025-08-05 15:55:00.000000+00:00,UnifiedResource_8
570,Appraise property,2025-08-05 15:25:00.000000+00:00,2025-08-05 15:25:00.000000+00:00,2025-08-05 15:55:00.000000+00:00,UnifiedResource_5
570,Check credit history,2025-08-05 15:25:00.000000+00:00,2025-08-05 15:25:00.000000+00:00,2025-08-05 15:51:40.000000+00:00,UnifiedResource_6
571,Check application form completeness,2025-08-05 15:30:00.000000+00:00,2025-08-05 15:30:00.000000+00:00,2025-08-05 15:55:00.000000+00:00,UnifiedResource_10
567,Approve loan offer,2025-08-05 15:44:10.000000+00:00,2025-08-05 15:44:10.000000+00:00,2025-08-05 15:59:10.000000+00:00,UnifiedResource_18
566,Reject application,2025-08-05 15:45:50.000000+00:00,2025-08-05 15:45:50.000000+00:00,2025-08-05 16:19:10.000000+00:00,UnifiedResource_11
569,Design loan offer,2025-08-05 15:54:10.000000+00:00,2025-08-05 15:54:10.000000+00:00,2025-08-05 16:44:10.000000+00:00,UnifiedResource_15
570,Assess loan risk,2025-08-05 15:55:00.000000+00:00,2025-08-05 15:55:00.000000+00:00,2025-08-05 16:24:10.000000+00:00,UnifiedResource_0
571,Check credit history,2025-08-05 15:55:00.000000+00:00,2025-08-05 15:55:00.000000+00:00,2025-08-05 16:21:40.000000+00:00,UnifiedResource_1
571,AML check,2025-08-05 15:55:00.000000+00:00,2025-08-05 15:55:00.000000+00:00,2025-08-05 16:25:00.000000+00:00,UnifiedResource_16
571,Appraise property,2025-08-05 15:55:00.000000+00:00,2025-08-05 15:55:00.000000+00:00,2025-08-05 16:25:00.000000+00:00,UnifiedResource_2
567,Cancel application,2025-08-05 15:59:10.000000+00:00,2025-08-05 15:59:10.000000+00:00,2025-08-05 16:19:10.000000+00:00,UnifiedResource_4
568,Approve loan offer,2025-08-05 16:14:10.000000+00:00,2025-08-05 16:14:10.000000+00:00,2025-08-05 16:29:10.000000+00:00,UnifiedResource_13
570,Design loan offer,2025-08-05 16:24:10.000000+00:00,2025-08-05 16:24:10.000000+00:00,2025-08-06 09:14:10.000000+00:00,UnifiedResource_12
571,Assess loan risk,2025-08-05 16:25:00.000000+00:00,2025-08-05 16:25:00.000000+00:00,2025-08-05 16:54:10.000000+00:00,UnifiedResource_7
568,Cancel application,2025-08-05 16:29:10.000000+00:00,2025-08-05 16:29:10.000000+00:00,2025-08-05 16:49:10.000000+00:00,UnifiedResource_9
569,Approve loan offer,2025-08-05 16:44:10.000000+00:00,2025-08-05 16:44:10.000000+00:00,2025-08-05 16:59:10.000000+00:00,UnifiedResource_3
571,Design loan offer,2025-08-05 16:54:10.000000+00:00,2025-08-05 16:54:10.000000+00:00,2025-08-06 09:44:10.000000+00:00,UnifiedResource_6
569,Cancel application,2025-08-05 16:59:10.000000+00:00,2025-08-05 16:59:10.000000+00:00,2025-08-06 09:19:10.000000+00:00,UnifiedResource_17
572,Check application form completeness,2025-08-06 07:00:00.000000+00:00,2025-08-06 09:00:00.000000+00:00,2025-08-06 09:25:00.000000+00:00,UnifiedResource_8
573,Check application form completeness,2025-08-06 07:30:00.000000+00:00,2025-08-06 09:00:00.000000+00:00,2025-08-06 09:25:00.000000+00:00,UnifiedResource_5
574,Check application form completeness,2025-08-06 08:00:00.000000+00:00,2025-08-06 09:00:00.000000+00:00,2025-08-06 09:25:00.000000+00:00,UnifiedResource_10
575,Check application form completeness,2025-08-06 08:30:00.000000+00:00,2025-08-06 09:00:00.000000+00:00,2025-08-06 09:25:00.000000+00:00,UnifiedResource_18
576,Check application form completeness,2025-08-06 09:00:00.000000+00:00,2025-08-06 09:00:00.000000+00:00,2025-08-06 09:25:00.000000+00:00,UnifiedResource_14
570,Approve loan offer,2025-08-06 09:14:10.000000+00:00,2025-08-06 09:14:10.000000+00:00,2025-08-06 09:29:10.000000+00:00,UnifiedResource_11
572,Appraise property,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:55:00.000000+00:00,UnifiedResource_4
572,Check credit history,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:51:40.000000+00:00,UnifiedResource_1
572,AML check,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:55:00.000000+00:00,UnifiedResource_0
573,AML check,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:55:00.000000+00:00,UnifiedResource_16
573,Check credit history,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:51:40.000000+00:00,UnifiedResource_2
573,Appraise property,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:55:00.000000+00:00,UnifiedResource_13
574,AML check,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:55:00.000000+00:00,UnifiedResource_15
574,Appraise property,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:55:00.000000+00:00,UnifiedResource_9
574,Check credit history,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:51:40.000000+00:00,UnifiedResource_7
575,Appraise property,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:55:00.000000+00:00,UnifiedResource_3
575,Check credit history,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:51:40.000000+00:00,UnifiedResource_12
575,AML check,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:55:00.000000+00:00,UnifiedResource_17
576,Check credit history,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:51:40.000000+00:00,UnifiedResource_8
576,AML check,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:55:00.000000+00:00,UnifiedResource_5
576,Appraise property,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:25:00.000000+00:00,2025-08-06 09:55:00.000000+00:00,UnifiedResource_10
570,Cancel application,2025-08-06 09:29:10.000000+00:00,2025-08-06 09:29:10.000000+00:00,2025-08-06 09:49:10.000000+00:00,UnifiedResource_18
577,Check application form completeness,2025-08-06 09:30:00.000000+00:00,2025-08-06 09:30:00.000000+00:00,2025-08-06 09:55:00.000000+00:00,UnifiedResource_14
571,Approve loan offer,2025-08-06 09:44:10.000000+00:00,2025-08-06 09:44:10.000000+00:00,2025-08-06 09:59:10.000000+00:00,UnifiedResource_11
572,Assess loan risk,2025-08-06 09:55:00.000000+00:00,2025-08-06 09:55:00.000000+00:00,2025-08-06 10:24:10.000000+00:00,UnifiedResource_6
573,Assess loan risk,2025-08-06 09:55:00.000000+00:00,2025-08-06 09:55:00.000000+00:00,2025-08-06 10:24:10.000000+00:00,UnifiedResource_18
574,Assess loan risk,2025-08-06 09:55:00.000000+00:00,2025-08-06 09:55:00.000000+00:00,2025-08-06 10:24:10.000000+00:00,UnifiedResource_1
575,Assess loan risk,2025-08-06 09:55:00.000000+00:00,2025-08-06 09:55:00.000000+00:00,2025-08-06 10:24:10.000000+00:00,UnifiedResource_2
576,Assess loan risk,2025-08-06 09:55:00.000000+00:00,2025-08-06 09:55:00.000000+00:00,2025-08-06 10:24:10.000000+00:00,UnifiedResource_7
577,AML check,2025-08-06 09:55:00.000000+00:00,2025-08-06 09:55:00.000000+00:00,2025-08-06 10:25:00.000000+00:00,UnifiedResource_12
577,Check credit history,2025-08-06 09:55:00.000000+00:00,2025-08-06 09:55:00.000000+00:00,2025-08-06 10:21:40.000000+00:00,UnifiedResource_8
577,Appraise property,2025-08-06 09:55:00.000000+00:00,2025-08-06 09:55:00.000000+00:00,2025-08-06 10:25:00.000000+00:00,UnifiedResource_4
571,Approve application,2025-08-06 09:59:10.000000+00:00,2025-08-06 09:59:10.000000+00:00,2025-08-06 10:17:30.000000+00:00,UnifiedResource_0
578,Check application form completeness,2025-08-06 10:00:00.000000+00:00,2025-08-06 10:00:00.000000+00:00,2025-08-06 10:25:00.000000+00:00,UnifiedResource_16
572,Design loan offer,2025-08-06 10:24:10.000000+00:00,2025-08-06 10:24:10.000000+00:00,2025-08-06 11:14:10.000000+00:00,UnifiedResource_13
573,Design loan offer,2025-08-06 10:24:10.000000+00:00,2025-08-06 10:24:10.000000+00:00,2025-08-06 11:14:10.000000+00:00,UnifiedResource_15
574,Design loan offer,2025-08-06 10:24:10.000000+00:00,2025-08-06 10:24:10.000000+00:00,2025-08-06 11:14:10.000000+00:00,UnifiedResource_9
575,Reject application,2025-08-06 10:24:10.000000+00:00,2025-08-06 10:24:10.000000+00:00,2025-08-06 10:57:30.000000+00:00,UnifiedResource_3
576,Design loan offer,2025-08-06 10:24:10.000000+00:00,2025-08-06 10:24:10.000000+00:00,2025-08-06 11:14:10.000000+00:00,UnifiedResource_17
577,Assess loan risk,2025-08-06 10:25:00.000000+00:00,2025-08-06 10:25:00.000000+00:00,2025-08-06 10:54:10.000000+00:00,UnifiedResource_5
578,AML check,2025-08-06 10:25:00.000000+00:00,2025-08-06 10:25:00.000000+00:00,2025-08-06 10:55:00.000000+00:00,UnifiedResource_10
578,Check credit history,2025-08-06 10:25:00.000000+00:00,2025-08-06 10:25:00.000000+00:00,2025-08-06 10:51:40.000000+00:00,UnifiedResource_14
578,Appraise property,2025-08-06 10:25:00.000000+00:00,2025-08-06 10:25:00.000000+00:00,2025-08-06 10:55:00.000000+00:00,UnifiedResource_11
579,Check application form completeness,2025-08-06 10:30:00.000000+00:00,2025-08-06 10:30:00.000000+00:00,2025-08-06 10:55:00.000000+00:00,UnifiedResource_0
577,Reject application,2025-08-06 10:54:10.000000+00:00,2025-08-06 10:54:10.000000+00:00,2025-08-06 11:27:30.000000+00:00,UnifiedResource_8
578,Assess loan risk,2025-08-06 10:55:00.000000+00:00,2025-08-06 10:55:00.000000+00:00,2025-08-06 11:24:10.000000+00:00,UnifiedResource_6
579,Check credit history,2025-08-06 10:55:00.000000+00:00,2025-08-06 10:55:00.000000+00:00,2025-08-06 11:21:40.000000+00:00,UnifiedResource_18
579,Appraise property,2025-08-06 10:55:00.000000+00:00,2025-08-06 10:55:00.000000+00:00,2025-08-06 11:25:00.000000+00:00,UnifiedResource_1
579,AML check,2025-08-06 10:55:00.000000+00:00,2025-08-06 10:55:00.000000+00:00,2025-08-06 11:25:00.000000+00:00,UnifiedResource_2
580,Check application form completeness,2025-08-06 11:00:00.000000+00:00,2025-08-06 11:00:00.000000+00:00,2025-08-06 11:25:00.000000+00:00,UnifiedResource_7
572,Approve loan offer,2025-08-06 11:14:10.000000+00:00,2025-08-06 11:14:10.000000+00:00,2025-08-06 11:29:10.000000+00:00,UnifiedResource_12
573,Approve loan offer,2025-08-06 11:14:10.000000+00:00,2025-08-06 11:14:10.000000+00:00,2025-08-06 11:29:10.000000+00:00,UnifiedResource_4
574,Approve loan offer,2025-08-06 11:14:10.000000+00:00,2025-08-06 11:14:10.000000+00:00,2025-08-06 11:29:10.000000+00:00,UnifiedResource_16
576,Approve loan offer,2025-08-06 11:14:10.000000+00:00,2025-08-06 11:14:10.000000+00:00,2025-08-06 11:29:10.000000+00:00,UnifiedResource_14
578,Design loan offer,2025-08-06 11:24:10.000000+00:00,2025-08-06 11:24:10.000000+00:00,2025-08-06 12:14:10.000000+00:00,UnifiedResource_5
579,Assess loan risk,2025-08-06 11:25:00.000000+00:00,2025-08-06 11:25:00.000000+00:00,2025-08-06 11:54:10.000000+00:00,UnifiedResource_10
580,Return application back to applicant,2025-08-06 11:25:00.000000+00:00,2025-08-06 11:25:00.000000+00:00,2025-08-06 12:06:40.000000+00:00,UnifiedResource_11
572,Approve application,2025-08-06 11:29:10.000000+00:00,2025-08-06 11:29:10.000000+00:00,2025-08-06 11:47:30.000000+00:00,UnifiedResource_0
573,Approve application,2025-08-06 11:29:10.000000+00:00,2025-08-06 11:29:10.000000+00:00,2025-08-06 11:47:30.000000+00:00,UnifiedResource_3
574,Approve application,2025-08-06 11:29:10.000000+00:00,2025-08-06 11:29:10.000000+00:00,2025-08-06 11:47:30.000000+00:00,UnifiedResource_13
576,Cancel application,2025-08-06 11:29:10.000000+00:00,2025-08-06 11:29:10.000000+00:00,2025-08-06 11:49:10.000000+00:00,UnifiedResource_15
